t,tracked,n_obs0,n_obs1,mean0,ms
1520530315.399639,1,424,128,38.89,9.48
1520530315.449640,1,427,134,38.95,9.25
1520530315.499642,1,424,133,38.71,9.21
1520530315.549643,1,423,125,38.94,9.16
1520530315.599645,1,422,150,38.74,9.46
1520530315.649646,1,425,150,38.60,9.82
1520530315.699637,1,424,128,37.99,9.80
1520530315.749639,1,426,144,37.91,9.79
1520530315.799640,1,421,166,38.05,9.69
1520530315.849642,1,419,151,37.92,9.54
1520530315.899643,1,424,142,37.76,9.73
1520530315.949645,1,425,148,37.48,9.89
1520530315.999647,1,418,141,37.52,10.02
1520530316.049648,1,422,133,37.45,9.85
1520530316.100221,1,423,183,52.46,10.36
1520530316.150223,1,419,172,52.60,10.27
1520530316.200224,1,422,174,52.67,10.61
1520530316.250226,1,424,173,52.80,10.85
1520530316.300227,1,419,171,52.77,10.90
1520530316.350229,1,417,189,53.04,11.15
1520530316.400230,1,426,193,52.77,11.42
1520530316.450231,1,419,198,52.77,11.57
1520530316.500233,1,424,182,52.83,11.31
1520530316.550276,1,417,188,53.66,11.66
1520530316.600278,1,418,184,53.58,11.56
1520530316.650280,1,421,182,53.55,11.44
1520530316.700281,1,421,184,53.60,11.44
1520530316.750283,1,419,186,53.43,11.27
1520530316.800284,1,420,167,53.47,11.18
1520530316.850286,1,420,175,53.24,11.27
1520530316.900287,1,418,185,53.45,10.83
1520530316.949773,1,420,140,40.51,10.96
1520530316.999775,1,421,148,40.61,10.97
1520530317.049776,1,417,134,40.38,11.10
1520530317.099778,1,420,149,40.43,11.09
1520530317.149779,1,424,149,40.48,11.48
1520530317.199781,1,420,151,40.50,13.07
1520530317.249782,1,419,132,40.47,11.64
1520530317.299784,1,418,141,40.45,11.18
1520530317.349743,1,422,125,39.19,11.32
1520530317.399745,1,421,131,39.16,10.82
1520530317.449748,1,423,143,39.15,10.71
1520530317.499748,1,420,129,39.18,10.81
1520530317.549752,1,427,129,39.06,10.86
1520530317.599752,1,422,133,38.86,10.78
1520530317.649754,1,423,125,38.94,10.70
1520530317.699755,1,416,135,38.48,10.97
1520530317.750237,1,417,135,50.35,11.09
1520530317.800239,1,429,152,50.03,12.21
1520530317.850240,1,422,137,49.74,11.96
1520530317.900242,1,422,130,49.37,10.67
1520530317.950243,1,416,132,49.13,10.50
1520530318.000244,1,421,130,48.69,10.41
1520530318.050247,1,415,133,48.32,10.21
1520530318.100248,1,422,138,48.07,10.22
1520530318.150816,1,412,143,58.44,10.68
1520530318.200769,1,419,156,58.13,10.79
1520530318.250771,1,415,159,57.89,10.89
1520530318.300772,1,421,160,57.58,11.02
1520530318.350774,1,420,155,57.67,10.71
1520530318.400775,1,422,170,57.61,10.89
1520530318.450777,1,413,167,57.68,10.87
1520530318.500778,1,414,158,57.71,11.00
1520530318.550780,1,419,159,57.82,11.53
1520530318.600567,1,421,153,53.75,11.07
1520530318.650568,1,422,165,53.80,11.35
1520530318.700570,1,422,165,54.03,11.39
1520530318.750571,1,408,145,54.31,11.14
1520530318.800573,1,418,160,54.48,11.35
1520530318.850574,1,414,160,54.68,11.04
1520530318.900576,1,421,177,54.95,11.34
1520530318.950577,1,421,169,55.18,11.03
1520530318.999955,1,419,136,41.49,10.89
1520530319.049957,1,421,133,41.65,10.98
1520530319.099960,1,424,135,42.06,10.86
1520530319.149961,1,425,138,42.07,10.82
1520530319.199962,1,424,146,42.34,10.74
1520530319.249964,1,421,153,42.37,10.40
1520530319.299965,1,419,137,42.83,10.09
